parent,specific,generic
130402008,农林路,街道
130402009,贸东,街道
130402010,贸西,街道
130402011,盛和路,街道
130402100,北张庄,镇
130402101,马头,镇
130402102,河沙镇,镇
130402103,高臾,镇
130402104,光禄,镇
130402201,南堡,乡
130402202,代召,乡
130402203,辛庄营,乡
130402204,花官营,乡
130402205,台城,乡
130403001,丛台西,街道
130403002,联纺西,街道
130403003,联纺东,街道
130403004,光明桥,街道
130403005,丛台东,街道
130403006,四季青,街道
130403007,和平,街道
130403008,中华,街道
130403009,人民路,街道
130403010,柳林桥,街道
130403100,黄粱梦,镇
130403101,尚璧,镇
130403102,南沿村,镇
130403200,苏曹,乡
130403201,南吕固,乡
130403202,兼庄,乡
130403203,三陵,乡
130403204,小西堡,乡
130403205,姚寨,乡
130404001,胜利桥,街道
130404002,百家村,街道
130404003,铁路大院,街道
130404004,化林路,街道
130404005,庞村,街道
130404006,二六七二,街道
130404007,石化,街道
130404100,户村,镇
130404101,林坛,镇
130404200,彭家寨,乡
130404201,康庄,乡
130404202,南城,乡
130406001,滏阳东路,街道
130406100,临水,镇
130406101,峰峰,镇
130406102,新坡,镇
130406103,大社,镇
130406104,和村,镇
130406105,义井,镇
130406106,彭城,镇
130406107,界城,镇
130406108,大峪,镇
130406200,西固义,乡
130407100,肥乡,镇
130407101,天台山,镇
130407102,辛安镇,镇
130407103,大寺上,镇
130407104,东漳堡,镇
130407105,毛演堡,镇
130407106,西吕营,镇
130407107,元固,镇
130407108,北高,镇
130408100,临洺关,镇
130408101,大北汪,镇
130408102,张西堡,镇
130408103,广府,镇
130408105,永合会,镇
130408106,刘营,镇
130408107,东杨庄,镇
130408108,讲武,镇
130408109,西苏,镇
130408110,刘汉,镇
130408111,界河店,镇
130408112,小龙马,镇
130408204,正西,乡
130408206,曲陌,乡
130408207,辛庄堡,乡
130408211,西河庄,乡
130408213,西阳城,乡
130423100,临漳,镇
130423101,南东坊,镇
130423102,孙陶集,镇
130423103,柳园,镇
130423104,称勾集,镇
130423105,邺城,镇
130423106,章里集,镇
130423107,张村集,镇
130423108,砖寨营,镇
130423109,习文,镇
130423110,柏鹤集,镇
130423111,杜村集,镇
130423200,狄邱,乡
130423202,西羊羔,乡
130424100,成安,镇
130424101,商城,镇
130424102,漳河店,镇
130424103,李家疃,镇
130424104,北乡义,镇
130424105,道东堡,镇
130424200,辛义,乡
130424201,柏寺营,乡
130424204,长巷,乡
130425100,大名,镇
130425101,杨桥,镇
130425102,万堤,镇
130425103,龙王庙,镇
130425104,束馆,镇
130425105,金滩,镇
130425106,沙圪塔,镇
130425107,大街,镇
130425108,铺上,镇
130425109,孙甘店,镇
130425110,北峰,镇
130425111,黄金堤,镇
130425112,西付集,镇
130425113,张铁集,镇
130425201,王村,乡
130425205,旧治,乡
130425206,西未庄,乡
130425209,埝头,乡
130425212,红庙,乡
130425213,营镇|回族,乡
130426001,平安,街道
130426101,河南店,镇
130426102,索堡,镇
130426103,西戌,镇
130426104,井店,镇
130426105,更乐,镇
130426106,固新,镇
130426107,西达,镇
130426108,偏城,镇
130426200,神头,乡
130426201,辽城,乡
130426202,偏店,乡
130426203,龙虎,乡
130426204,木井,乡
130426205,关防,乡
130426206,合漳,乡
130426207,鹿头,乡
130427100,磁州,镇
130427103,讲武城,镇
130427104,岳城,镇
130427105,观台,镇
130427107,白土,镇
130427108,黄沙,镇
130427109,路村营,镇
130427110,时村营,镇
130427207,陶泉,乡
130427208,都党,乡
130427209,北贾璧,乡
130430100,新马头,镇
130430101,邱城,镇
130430102,梁二庄,镇
130430103,香城固,镇
130430104,古城营,镇
130430201,南辛店,乡
130430204,陈村|回族,乡
130431100,鸡泽,镇
130431101,小寨,镇
130431102,双塔,镇
130431103,曹庄,镇
130431104,浮图店,镇
130431105,吴官营,镇
130431202,风正,乡
130432100,广平,镇
130432101,平固店,镇
130432102,胜营,镇
130432103,南阳堡,镇
130432104,东张孟,镇
130432105,十里铺,镇
130432106,南韩,镇
130433100,馆陶,镇
130433101,房寨,镇
130433102,柴堡,镇
130433103,魏僧寨,镇
130433104,寿山寺,镇
130433105,王桥,镇
130433202,南徐村,乡
130433203,路桥,乡
130434100,魏城,镇
130434101,德政,镇
130434102,北皋,镇
130434103,双井,镇
130434104,牙里,镇
130434105,车往,镇
130434106,回隆,镇
130434107,张二庄,镇
130434108,东代固,镇
130434109,院堡,镇
130434110,南双庙,镇
130434111,棘针寨,镇
130434112,边马,镇
130434113,泊口,镇
130434114,仕望集,镇
130434115,沙口集,镇
130434116,大兴庄,镇
130434203,野胡拐,乡
130434205,前大磨,乡
130434209,大马村,乡
130434212,北台头,乡
130435100,曲周,镇
130435101,安寨,镇
130435102,侯村,镇
130435103,河南疃,镇
130435104,第四疃,镇
130435105,白寨,镇
130435106,槐桥,镇
130435107,南里岳,镇
130435203,大河道,乡
130435204,依庄,乡
130481100,武安,镇
130481101,康二城,镇
130481102,午汲,镇
130481103,磁山,镇
130481104,伯延,镇
130481105,淑村,镇
130481106,大同,镇
130481107,邑城,镇
130481108,矿山,镇
130481109,贺进,镇
130481110,阳邑,镇
130481111,徘徊,镇
130481112,冶陶,镇
130481113,上团城,镇
130481114,西土山,镇
130481201,北安庄,乡
130481202,北安乐,乡
130481204,西寺庄,乡
130481205,活水,乡
130481206,石洞,乡
130481207,管陶,乡
130481208,马家庄,乡
130502001,南长街,街道
130502002,北大街,街道
130502003,西大街,街道
130502004,西门里,街道
130502005,火炬,街道
130502006,泉东,街道
130502007,留村,街道
130502008,豫让桥,街道
130502100,东郭村,镇
130502101,王快,镇
130502102,沙河城,镇
130502103,晏家屯,镇
130502104,祝村,镇
130502105,东汪,镇
130502200,大梁庄,乡
130503001,钢铁路,街道
130503002,中兴路,街道
130503003,达活泉,街道
130503004,张宽,街道
130503005,章村,街道
130503006,中华大街,街道
130503007,团结路,街道
130503008,泉西,街道
130503100,南大郭,镇
130503101,李村,镇
130503102,南石门,镇
130503103,羊范,镇
130503104,皇寺,镇
130503105,会宁,镇
130503106,西黄村,镇
130503107,路罗,镇
130503108,将军墓,镇
130503109,浆水,镇
130503110,宋家庄,镇
130503202,太子井,乡
130503203,龙泉寺,乡
130503204,北小庄,乡
130503205,城计头,乡
130503206,白岸,乡
130503207,冀家村,乡
130505100,任城,镇
130505101,邢家湾,镇
130505102,辛店,镇
130505103,天口,镇
130505104,西固城,镇
130505201,永福庄,乡
130505202,大屯,乡
130505203,骆庄,乡
130506100,和阳,镇
130506101,贾宋,镇
130506102,郝桥,镇
130506103,三思,镇
130506104,河郭,镇
130506105,阎里,镇
130506200,东三召,乡
130506203,史召,乡
130522100,临城,镇
130522101,东镇,镇
130522102,郝庄,镇
130522103,西竖,镇
130522104,黑城,镇
130522201,鸭鸽营,乡
130522203,石城,乡
130522205,赵庄,乡
130523100,内丘,镇
130523101,大孟村,镇
130523102,金店,镇
130523103,官庄,镇
130523104,柳林,镇
130523200,五郭店,乡
130523203,南赛,乡
130523204,獐獏,乡
130523205,侯家庄,乡
130524100,柏乡,镇
130524101,固城店,镇
130524102,西汪,镇
130524103,龙华,镇
130524200,王家庄,乡
130524203,内步,乡
130525100,隆尧,镇
130525101,魏家庄,镇
130525102,尹村,镇
130525103,山口,镇
130525104,莲子镇,镇
130525105,固城,镇
130525106,东良,镇
130525200,北楼,乡
130525202,双碑,乡
130525203,牛家桥,乡
130525204,千户营,乡
130525205,大张庄,乡
130528001,宁北,街道
130528100,凤凰,镇
130528101,河渠,镇
130528102,北河庄,镇
130528103,耿庄桥,镇
130528104,东汪,镇
130528105,贾家口,镇
130528106,四芝兰,镇
130528107,大陆村,镇
130528108,换马店,镇
130528109,苏家庄,镇
130528110,唐邱,镇
130528111,大曹庄,镇
130528112,侯口,镇
130528113,纪昌庄,镇
130528205,北鱼,乡
130528206,徐家河,乡
130529100,巨鹿,镇
130529101,王虎寨,镇
130529102,西郭城,镇
130529103,官亭,镇
130529104,阎疃,镇
130529105,小吕寨,镇
130529106,苏家营,镇
130529107,观寨,镇
130529200,堤村,乡
130529201,张王疃,乡
130530100,新河,镇
130530101,寻寨,镇
130530200,白神首,乡
130530201,荆家庄,乡
130530202,西流,乡
130530203,仁让里,乡
130531100,广宗,镇
130531101,冯家寨,镇
130531102,北塘疃,镇
130531103,核桃园,镇
130531200,葫芦,乡
130531201,大平台,乡
130531202,件只,乡
130531204,东召,乡
130532001,中华路,街道
130532101,平乡,镇
130532102,河古庙,镇
130532103,田付村,镇
130532104,节固,镇
130532201,油召,乡
130532203,寻召,乡
130533100,洺州,镇
130533101,梨园屯,镇
130533102,章台,镇
130533103,侯贯,镇
130533104,七级,镇
130533105,贺营,镇
130533106,方家营,镇
130533107,常庄,镇
130533108,第什营,镇
130533109,赵村,镇
130533110,贺钊,镇
130533111,固献,镇
130533112,枣园,镇
130533206,张家营,乡
130533207,常屯,乡
130533209,高公庄,乡
130534100,葛仙庄,镇
130534101,连庄,镇
130534102,油坊,镇
130534103,谢炉,镇
130534104,王官庄,镇
130534105,坝营,镇
130535100,临西,镇
130535101,河西,镇
130535102,下堡寺,镇
130535103,尖冢,镇
130535104,老官寨,镇
130535105,吕寨,镇
130535106,大刘庄,镇
130535200,东枣园,乡
130535203,摇鞍镇,乡
130581001,凤岗,街道
130581002,南杜,街道
130581003,北胡,街道
130581004,西丁,街道
130581100,苏村,镇
130581101,大高村,镇
130581102,垂杨,镇
130581103,明化,镇
130581104,段芦头,镇
130581105,紫冢,镇
130581200,大村,乡
130581201,南便村,乡
130581202,大屯,乡
130581203,王道寨,乡
130581204,薛吴村,乡
130582001,褡裢,街道
130582002,桥东,街道
130582003,桥西,街道
130582004,赞善,街道
130582005,周庄,街道
130582101,新城,镇
130582102,白塔,镇
130582103,十里亭,镇
130582104,綦村,镇
130582107,刘石岗,镇
130582108,册井,镇
130582203,柴关,乡
130582204,蝉房,乡
130602001,先锋街,街道
130602002,新市场,街道
130602003,东风路,街道
130602004,建设南路,街道
130602005,韩村北路,街道
130602006,惠阳,街道
130602100,大激店,镇
130602101,一亩泉,镇
130602200,颉庄,乡
130602201,富昌,乡
130602202,韩村,乡
130602205,大马坊,乡
130606001,和平里,街道
130606002,五四路,街道
130606003,西关,街道
130606004,中华路,街道
130606005,东关,街道
130606006,联盟路,街道
130606007,红星路,街道
130606008,裕华路,街道
130606009,永华路,街道
130606010,南关,街道
130606100,百楼,镇
130606101,焦庄,镇
130606102,五尧,镇
130606200,韩庄,乡
130606201,东金庄,乡
130606203,杨庄,乡
130606204,南大园,乡
130607100,满城,镇
130607101,大册营,镇
130607102,神星,镇
130607103,南韩村,镇
130607104,方顺桥,镇
130607105,于家庄,镇
130607106,石井,镇
130607203,要庄,乡
130607204,白龙,乡
130607206,坨南,乡
130607207,刘家台,乡
130607208,贤台,乡
130608100,清苑,镇
130608101,冉庄,镇
130608102,阳城,镇
130608103,魏村,镇
130608104,温仁,镇
130608105,张登,镇
130608106,大庄,镇
130608107,臧村,镇
130608108,望亭,镇
130608109,东闾,镇
130608110,白团,镇
130608111,石桥,镇
130608112,何桥,镇
130608201,北店,乡
130608203,李庄,乡
130608204,北王力,乡
130608207,孙村,乡
130608208,阎庄,乡
130609100,安肃,镇
130609101,崔庄,镇
130609102,大因,镇
130609103,遂城,镇
130609104,高林村,镇
130609105,大王店,镇
130609106,漕河,镇
130609107,留村,镇
130609108,东史端,镇
130609109,正村,镇
130609203,户木,乡
130609204,瀑河,乡
130609205,东釜山,乡
130609206,义联庄,乡
130623100,涞水,镇
130623101,永阳,镇
130623102,义安,镇
130623103,石亭,镇
130623104,赵各庄,镇
130623105,九龙,镇
130623106,三坡,镇
130623107,一渡,镇
130623108,娄村,镇
130623109,王村,镇
130623110,明义,镇
130623111,东文山,镇
130623205,其中口,乡
130623206,龙门,乡
130623207,胡家庄,乡
130624100,阜平,镇
130624101,龙泉关,镇
130624102,平阳,镇
130624103,城南庄,镇
130624104,天生桥,镇
130624105,王林口,镇
130624106,砂窝,镇
130624107,北果园,镇
130624202,台峪,乡
130624203,大台,乡
130624204,史家寨,乡
130624206,吴王口,乡
130624207,下庄,乡
130626100,定兴,镇
130626101,固城,镇
130626102,贤寓,镇
130626103,北河,镇
130626104,天宫寺,镇
130626105,小朱庄,镇
130626106,姚村,镇
130626107,杨村,镇
130626108,高里,镇
130626109,内章,镇
130626110,东落堡,镇
130626202,张家庄,乡
130626204,肖村,乡
130626205,柳卓,乡
130626208,北南蔡,乡
130626209,李郁庄,乡
130627100,仁厚,镇
130627101,王京,镇
130627102,高昌,镇
130627103,北罗,镇
130627104,白合,镇
130627105,军城,镇
130627106,川里,镇
130627107,长古城,镇
130627108,罗庄,镇
130627109,北店头,镇
130627110,齐家佐,镇
130627111,黄石口,镇
130627201,都亭,乡
130627202,南店头,乡
130627205,雹水,乡
130627206,大洋,乡
130627207,迷城,乡
130627209,羊角,乡
130627210,石门,乡
130627212,倒马关,乡
130628001,锦华,街道
130628101,庞口,镇
130628102,西演,镇
130628103,邢家南,镇
130628104,晋庄,镇
130628105,小王果庄,镇
130628106,蒲口,镇
130628107,庞家佐,镇
130628204,龙化,乡
130629100,容城,镇
130629101,小里,镇
130629102,南张,镇
130629103,大河,镇
130629104,晾马台,镇
130629200,八于,乡
130629201,贾光,乡
130629203,平王,乡
130630100,涞源,镇
130630101,银坊,镇
130630102,走马驿,镇
130630103,水堡,镇
130630104,王安镇,镇
130630105,杨家庄,镇
130630106,白石山,镇
130630107,南屯,镇
130630108,泉坊,镇
130630109,北石佛,镇
130630202,南马庄,乡
130630204,金家井,乡
130630205,留家庄,乡
130630206,上庄,乡
130630207,东团堡,乡
130630208,塔崖驿,乡
130630209,乌龙沟,乡
130631100,望都,镇
130631101,固店,镇
130631102,贾村,镇
130631103,中韩庄,镇
130631104,寺庄,镇
130631105,赵庄,镇
130631106,高岭,镇
130631202,黑堡,乡
130632100,安新,镇
130632101,大王,镇
130632102,三台,镇
130632103,端村,镇
130632104,赵北口,镇
130632105,同口,镇
130632106,刘李庄,镇
130632107,安州,镇
130632108,老河头,镇
130632200,圈头,乡
130632201,寨里,乡
130632202,芦庄,乡
130633100,易州,镇
130633101,梁格庄,镇
130633102,西陵,镇
130633103,裴山,镇
130633104,塘湖,镇
130633105,狼牙山,镇
130633106,良岗,镇
130633107,紫荆关,镇
130633108,高村,镇
130633109,西山北,镇
130633110,高陌,镇
130633200,桥头,乡
130633201,白马,乡
130633202,流井,乡
130633205,大龙华,乡
130633206,安格庄,乡
130633207,凌云册|满族|回族,乡
130633209,尉都,乡
130633210,独乐,乡
130633211,七峪,乡
130633212,富岗,乡
130633213,坡仓,乡
130633214,牛岗,乡
130633215,桥家河,乡
130633216,甘河净,乡
130633217,蔡家峪,乡
130633218,南城司,乡
130634100,恒州,镇
130634101,灵山,镇
130634102,燕赵,镇
130634103,羊平,镇
130634104,文德,镇
130634105,晓林,镇
130634106,邸村,镇
130634107,齐村,镇
130634108,孝墓,镇
130634109,产德,镇
130634110,下河,镇
130634111,嘉禾,镇
130634112,党城,镇
130634113,郎家庄,镇
130634200,路庄子,乡
130634202,庄窠,乡
130634212,范家庄,乡
130634213,北台,乡
130635100,蠡吾,镇
130635101,留史,镇
130635102,大百尺,镇
130635103,辛兴,镇
130635104,北郭丹,镇
130635105,万安,镇
130635106,桑园,镇
130635107,南庄,镇
130635108,大曲堤,镇
130635109,鲍墟,镇
130635110,小陈,镇
130635201,林堡,乡
130635202,北埝头,乡
130636100,蒲阳,镇
130636101,高于铺,镇
130636102,腰山,镇
130636103,蒲上,镇
130636104,神南,镇
130636105,安阳,镇
130636106,白云,镇
130636202,河口,乡
130636204,台鱼,乡
130636205,大悲,乡
130637100,博野,镇
130637101,小店,镇
130637102,程委,镇
130637103,东墟,镇
130637104,北杨,镇
130637105,城东,镇
130637106,南小王,镇
130638100,雄州,镇
130638101,昝岗,镇
130638102,大营,镇
130638103,龙湾,镇
130638104,朱各庄,镇
130638105,米家务,镇
130638203,双堂,乡
130638204,张岗,乡
130638205,北沙口,乡
130681001,双塔,街道
130681002,桃园,街道
130681003,清凉寺,街道
130681100,松林店,镇
130681101,码头,镇
130681102,东城坊,镇
130681103,高官庄,镇
130681104,百尺竿,镇
130681105,东仙坡,镇
130681106,义和庄,镇
130681107,刁窝,镇
130681108,豆庄,镇
130681109,林家屯,镇
130681204,孙家庄,乡
130682001,南城区,街道
130682002,北城区,街道
130682003,西城区,街道
