parent,specific,generic
511111100,沙湾,镇
511111101,嘉农,镇
511111102,太平,镇
511111103,福禄,镇
511111104,牛石,镇
511111106,葫芦,镇
511111107,踏水,镇
511111108,轸溪,镇
511111195,龚嘴,镇
511111293,铜茨,乡
511112100,竹根,镇
511112101,牛华,镇
511112104,金粟,镇
511112105,金山,镇
511112107,西坝,镇
511112108,冠英,镇
511112109,蔡金,镇
511112110,石麟,镇
511113100,永和,镇
511113101,金河,镇
511113200,和平|彝族,乡
511113201,共安|彝族,乡
511113203,永胜,乡
511123100,玉津,镇
511123101,孝姑,镇
511123102,石溪,镇
511123103,清溪,镇
511123105,罗城,镇
511123106,芭沟,镇
511123107,龙孔,镇
511123108,定文,镇
511123112,舞雩,镇
511123113,玉屏,镇
511123114,大兴,镇
511123115,九井,镇
511123116,铁炉,镇
511123117,寿保,镇
511123118,双溪,镇
511123291,下渡,乡
511123294,塘坝,乡
511123295,马庙,乡
511124001,研城,街道
511124101,马踏,镇
511124102,竹园,镇
511124103,研经,镇
511124104,周坡,镇
511124105,千佛,镇
511124106,王村,镇
511124107,三江,镇
511124108,东林,镇
511124110,集益,镇
511124111,纯复,镇
511124112,宝五,镇
511124113,镇阳,镇
511124114,高凤,镇
511124115,门坎,镇
511126001,漹城,街道
511126002,青衣,街道
511126101,黄土,镇
511126102,甘江,镇
511126106,吴场,镇
511126107,木城,镇
511126108,华头,镇
511126110,新场,镇
511126111,马村,镇
511129100,沐溪,镇
511129101,永福,镇
511129102,大楠,镇
511129103,箭板,镇
511129104,舟坝,镇
511129105,黄丹,镇
511129106,利店,镇
511129107,富新,镇
511129205,底堡,乡
511129206,杨村,乡
511129207,高笋,乡
511129208,茨竹,乡
511129210,武圣,乡
511132100,沙坪,镇
511132101,大堡,镇
511132102,毛坪,镇
511132103,五渡,镇
511132104,新林,镇
511132105,黑竹沟,镇
511132106,红旗,镇
511132201,宜坪,乡
511132206,杨河,乡
511132208,新场,乡
511132209,平等,乡
511132211,金岩,乡
511132212,勒乌,乡
511133100,民建,镇
511133101,荣丁,镇
511133102,烟峰,镇
511133103,苏坝,镇
511133104,下溪,镇
511133105,劳动,镇
511133106,荍坝,镇
511133107,建设,镇
511133108,民主,镇
511133109,梅林,镇
511133110,雪口山,镇
511133111,三河口,镇
511133211,大竹堡,乡
511133223,高卓营,乡
511133226,永红,乡
511181001,胜利,街道
511181002,峨山,街道
511181100,绥山,镇
511181101,高桥,镇
511181102,罗目,镇
511181103,九里,镇
511181104,龙池,镇
511181106,符溪,镇
511181108,双福,镇
511181109,桂花桥,镇
511181110,大为,镇
511181112,黄湾,镇
511181200,龙门,乡
511302001,中城,街道
511302002,北城,街道
511302003,西城,街道
511302004,东南,街道
511302005,和平路,街道
511302006,舞凤,街道
511302007,新建,街道
511302008,华凤,街道
511302009,潆溪,街道
511302010,荆溪,街道
511302011,西山,街道
511302012,搬罾,街道
511302104,共兴,镇
511302105,金台,镇
511302106,芦溪,镇
511302107,李家,镇
511302108,双桥,镇
511302109,渔溪,镇
511302200,新复,乡
511303001,白塔,街道
511303002,清溪,街道
511303004,小龙,街道
511303005,青莲,街道
511303006,龙门,街道
511303007,都京,街道
511303008,螺溪,街道
511303009,老君,街道
511303103,江陵,镇
511303104,擦耳,镇
511303106,东观,镇
511303107,长乐,镇
511303108,胜观,镇
511303110,阙家,镇
511303111,石圭,镇
511303112,青居,镇
511303115,会龙,镇
511303117,走马,镇
511303211,佛门,乡
511304001,火花,街道
511304002,文峰,街道
511304004,都尉,街道
511304005,西兴,街道
511304006,南湖,街道
511304101,曲水,镇
511304102,李渡,镇
511304103,吉安,镇
511304104,龙岭,镇
511304105,金凤,镇
511304106,安福,镇
511304107,安平,镇
511304108,世阳,镇
511304109,大通,镇
511304110,一立,镇
511304111,龙蟠,镇
511304112,里坝,镇
511304114,金宝,镇
511304115,三会,镇
511304117,双桂,镇
511304119,七宝寺,镇
511304122,河西,镇
511304215,盐溪,乡
511304220,大兴,乡
511321001,滨江,街道
511321002,蜀北,街道
511321003,满福,街道
511321004,南隆,街道
511321102,老鸦,镇
511321103,永定,镇
511321104,碑院,镇
511321105,谢河,镇
511321106,盘龙,镇
511321107,铁佛塘,镇
511321108,石河,镇
511321110,王家,镇
511321111,富利,镇
511321112,楠木,镇
511321113,长坪,镇
511321114,东坝,镇
511321115,河坝,镇
511321116,定水,镇
511321117,大王,镇
511321118,黄金,镇
511321119,流马,镇
511321120,建兴,镇
511321121,三官,镇
511321122,伏虎,镇
511321123,双佛,镇
511321124,花罐,镇
511321125,大桥,镇
511321126,大河,镇
511321127,万年,镇
511321128,升钟,镇
511321129,升水,镇
511321130,大坪,镇
511321131,神坝,镇
511321132,八尔湖,镇
511321133,石龙,镇
511321134,西水,镇
511321136,桐坪,镇
511321211,五灵,乡
511321230,小元,乡
511321234,宏观,乡
511321239,双峰,乡
511321244,太霞,乡
511322001,绥安,街道
511322002,朗池,街道
511322003,城南,街道
511322101,渌井,镇
511322102,东升,镇
511322103,骆市,镇
511322104,黄渡,镇
511322105,小桥,镇
511322106,灵鹫,镇
511322107,老林,镇
511322108,木垭,镇
511322109,消水,镇
511322110,双流,镇
511322111,绿水,镇
511322113,蓼叶,镇
511322114,新店,镇
511322115,回龙,镇
511322116,星火,镇
511322117,西桥,镇
511322120,望龙湖,镇
511322121,青山,镇
511322208,木顶,乡
511322212,明德,乡
511322215,太蓬,乡
511322216,柏林,乡
511322220,悦中,乡
511322223,大庙,乡
511322225,安化,乡
511322229,清水,乡
511323003,相如,街道
511323004,周口,街道
511323101,锦屏,镇
511323102,巨龙,镇
511323103,正源,镇
511323107,河舒,镇
511323108,利溪,镇
511323109,龙蚕,镇
511323110,杨家,镇
511323112,福德,镇
511323113,银汉,镇
511323114,兴旺,镇
511323116,金溪,镇
511323117,罗家,镇
511323118,徐家,镇
511323119,睦坝,镇
511323195,相如,镇
511323208,平头,乡
511323209,鲜店,乡
511323217,新园,乡
511323222,石孔,乡
511323232,金甲,乡
511324001,度门,街道
511324100,金城,镇
511324101,新政,镇
511324102,马鞍,镇
511324103,永乐,镇
511324104,日兴,镇
511324105,土门,镇
511324106,复兴,镇
511324107,观紫,镇
511324108,先锋,镇
511324109,三蛟,镇
511324110,回春,镇
511324111,柳垭,镇
511324112,义路,镇
511324113,立山,镇
511324114,三河,镇
511324115,瓦子,镇
511324116,大寅,镇
511324117,二道,镇
511324118,赛金,镇
511324119,丁字桥,镇
511324120,大仪,镇
511324121,张公,镇
511324122,五福,镇
511324124,杨桥,镇
511324125,保平,镇
511324126,文星,镇
511324127,双胜,镇
511324129,永光,镇
511324130,思德,镇
511324202,铜鼓,乡
511324207,凤仪,乡
511324210,福临,乡
511324212,来仪,乡
511324226,板桥,乡
511324230,芭蕉,乡
511324241,柴井,乡
511325001,南台,街道
511325002,晋城,街道
511325101,太平,镇
511325102,大全,镇
511325103,仙林,镇
511325104,古楼,镇
511325105,义兴,镇
511325106,关文,镇
511325107,凤鸣,镇
511325108,青狮,镇
511325109,槐树,镇
511325110,鸣龙,镇
511325111,双凤,镇
511325112,高院,镇
511325113,仁和,镇
511325114,多扶,镇
511325115,莲池,镇
511325116,常林,镇
511325203,占山,乡
511325220,罐垭,乡
511325226,祥龙,乡
511325227,车龙,乡
511325229,东太,乡
511381001,保宁,街道
511381002,七里,街道
511381003,沙溪,街道
511381004,江南,街道
511381005,河溪,街道
511381103,彭城,镇
511381104,玉台,镇
511381105,柏垭,镇
511381106,飞凤,镇
511381107,思依,镇
511381108,文成,镇
511381109,二龙,镇
511381110,石滩,镇
511381111,老观,镇
511381112,龙泉,镇
511381113,千佛,镇
511381114,望垭,镇
511381116,妙高,镇
511381117,洪山,镇
511381120,水观,镇
511381121,金垭,镇
511381124,五马,镇
511381125,木兰,镇
511381126,天宫,镇
511381207,鹤峰,乡
511381212,桥楼,乡
511381214,峰占,乡
511381219,博树|回族,乡
511402001,通惠,街道
511402002,大石桥,街道
511402003,苏祠,街道
511402102,太和,镇
511402104,尚义,镇
511402105,多悦,镇
511402106,秦家,镇
511402110,修文,镇
511402112,松江,镇
511402113,崇礼,镇
511402114,富牛,镇
511402115,永寿,镇
511402118,万胜,镇
511402119,思蒙,镇
511402120,三苏,镇
511402121,复兴,镇
511403001,凤鸣,街道
511403003,青龙,街道
511403004,观音,街道
511403006,谢家,街道
511403007,江口,街道
511403103,公义,镇
511403107,黄丰,镇
511403110,锦江,镇
511421001,文林,街道
511421002,普宁,街道
511421003,怀仁,街道
511421004,视高,街道
511421101,大化,镇
511421102,文宫,镇
511421103,高家,镇
511421104,富加,镇
511421105,汪洋,镇
511421106,钟祥,镇
511421107,始建,镇
511421108,彰加,镇
511421109,慈航,镇
511421110,龙正,镇
511421111,北斗,镇
511421112,禾加,镇
511421114,禄加,镇
511421115,宝飞,镇
511421116,龙马,镇
511421117,方家,镇
511421120,满井,镇
511421121,黑龙滩,镇
511421125,宝马,镇
511421126,珠嘉,镇
511421128,曹家,镇
511421142,谢安,镇
511421143,新店,镇
511421144,藕塘,镇
511421145,板桥,镇
511421146,贵平,镇
511421190,文林,镇
511421202,青岗,乡
511421206,虞丞,乡
511423100,洪川,镇
511423101,止戈,镇
511423103,余坪,镇
511423105,槽渔滩,镇
511423106,中保,镇
511423107,东岳,镇
511423109,柳江,镇
511423110,高庙,镇
511423111,瓦屋山,镇
511423112,七里坪,镇
511423113,将军,镇
511423114,中山,镇
511424101,杨场,镇
511424102,仁美,镇
511424104,张场,镇
511424105,齐乐,镇
511424204,顺龙,乡
511425001,青竹,街道
511425101,瑞峰,镇
511425102,汉阳,镇
511425104,西龙,镇
511425108,高台,镇
511425202,白果,乡
511425208,罗波,乡
511502006,西郊,街道
511502007,安阜,街道
511502008,白沙湾,街道
511502009,象鼻,街道
511502011,沙坪,街道
511502013,双城,街道
511502014,合江门,街道
511502015,大观楼,街道
511502101,李庄,镇
511502102,菜坝,镇
511502104,金坪,镇
511502108,牟坪,镇
511502109,李端,镇
511502110,宗场,镇
511502112,宋家,镇
511502113,思坡,镇
511502118,白花,镇
511502119,永兴,镇
511502120,双谊,镇
511502121,金秋湖,镇
511503001,南溪,街道
511503002,罗龙,街道
511503003,仙源,街道
511503004,裴石,街道
511503102,刘家,镇
511503103,江南,镇
511503104,大观,镇
511503105,汪家,镇
511503106,黄沙,镇
511503107,仙临,镇
511503108,长兴,镇
511504001,南岸,街道
511504002,赵场,街道
511504003,柏溪,街道
511504102,观音,镇
511504103,横江,镇
511504104,柳嘉,镇
511504105,泥溪,镇
511504106,蕨溪,镇
511504107,商州,镇
511504108,高场,镇
511504109,安边,镇
511504110,双龙,镇
511504112,合什,镇
511504118,南广,镇
511504119,樟海,镇
511504201,龙池,乡
511504202,凤仪,乡
511523100,江安,镇
511523101,红桥,镇
511523104,怡乐,镇
511523105,留耕,镇
511523108,五矿,镇
511523109,迎安,镇
511523110,夕佳山,镇
511523113,铁清,镇
511523114,四面山,镇
511523115,大井,镇
511523116,阳春,镇
511523117,下长,镇
511523118,大妙,镇
511523119,仁和,镇
511524100,长宁,镇
511524101,梅硐,镇
511524102,双河,镇
511524103,硐底,镇
511524104,花滩,镇
511524105,竹海,镇
511524106,老翁,镇
511524107,古河,镇
511524110,龙头,镇
511524112,井江,镇
511524113,铜鼓,镇
511524119,梅白,镇
511524120,铜锣,镇
511525100,文江,镇
511525101,庆符,镇
511525102,沙河,镇
511525103,嘉乐,镇
511525105,罗场,镇
511525106,蕉村,镇
511525107,可久,镇
511525108,来复,镇
511525109,月江,镇
511525110,胜天,镇
511525111,复兴,镇
511525115,落润,镇
511525116,庆岭,镇
511526100,珙泉,镇
511526101,巡场,镇
511526102,孝儿,镇
511526103,底洞,镇
511526104,上罗,镇
511526105,洛表,镇
511526106,洛亥,镇
511526107,王家,镇
511526109,沐滩,镇
511526110,曹营,镇
511526205,玉和|苗族,乡
511526209,罗渡|苗族,乡
511526212,观斗|苗族,乡
511527100,筠连,镇
511527101,腾达,镇
511527102,巡司,镇
511527104,沐爱,镇
511527106,大雪山,镇
511527107,镇舟,镇
511527108,蒿坝,镇
511527205,乐义,乡
511527208,团林|苗族,乡
511527209,联合|苗族,乡
511527210,高坪|苗族,乡
511527211,丰乐,乡
511528100,古宋,镇
511528101,僰王山,镇
511528103,共乐,镇
511528105,莲花,镇
511528107,九丝城,镇
511528108,石海,镇
511528110,周家,镇
511528111,五星,镇
511528203,大坝|苗族,乡
511528205,大河|苗族,乡
511528206,麒麟|苗族,乡
511528207,仙峰|苗族,乡
511529100,锦屏,镇
511529101,新市,镇
511529102,中都,镇
511529103,龙华,镇
511529104,大乘,镇
511529107,新安,镇
511529108,书楼,镇
511529109,屏山,镇
511529208,夏溪,乡
511529210,屏边|彝族,乡
511529211,清平|彝族,乡
511602001,浓洄,街道
511602002,北辰,街道
511602004,广福,街道
511602005,万盛,街道
511602006,中桥,街道
511602007,枣山,街道
511602101,官盛,镇
511602102,协兴,镇
511602103,浓溪,镇
511602104,悦来,镇
511602105,兴平,镇
511602106,井河,镇
511602107,花桥,镇
511602108,龙台,镇
511602109,肖溪,镇
511602110,恒升,镇
511602111,石笋,镇
511602112,白市,镇
511602113,大安,镇
511602121,穿石,镇
511602122,大龙,镇
511602123,东岳,镇
511602207,龙安,乡
511602208,彭家,乡
511602216,白马,乡
511603001,奎阁,街道
511603002,大佛寺,街道
511603003,龙塘,街道
511603004,新桥,街道
511603101,代市,镇
511603102,观塘,镇
511603103,护安,镇
511603104,广兴,镇
511603105,观阁,镇
511603106,桂兴,镇
511603107,虎城,镇
511603108,龙滩,镇
511603290,光辉,乡
511603292,小井,乡
511621001,九龙,街道
511621002,朝阳,街道
511621101,花园,镇
511621102,坪滩,镇
511621103,龙孔,镇
511621104,镇裕,镇
511621105,白庙,镇
511621106,酉溪,镇
511621107,同兴,镇
511621108,兴隆,镇
511621109,秦溪,镇
511621110,顾县,镇
511621111,苟角,镇
511621112,天平,镇
511621113,石垭,镇
511621114,乔家,镇
511621115,罗渡,镇
511621116,裕民,镇
511621117,中和,镇
511621118,新场,镇
511621119,普安,镇
511621121,临溪,镇
511621122,西板,镇
511621123,齐福,镇
511621124,伏龙,镇
511621212,黄龙,乡
511621216,鱼峰,乡
511622100,沿口,镇
511622101,中心,镇
511622102,烈面,镇
511622103,飞龙,镇
511622104,乐善,镇
511622105,万善,镇
511622106,龙女,镇
511622107,三溪,镇
511622108,赛马,镇
511622109,胜利,镇
511622110,金牛,镇
511622111,清平,镇
511622112,街子,镇
511622113,万隆,镇
511622114,礼安,镇
511622115,华封,镇
511622116,宝箴塞,镇
511622117,石盘,镇
511622118,鸣钟,镇
511622201,真静,乡
511622202,猛山,乡
511622203,双星,乡
511622208,鼓匠,乡
511623100,鼎屏,镇
511623101,城北,镇
511623102,城南,镇
511623103,柑子,镇
511623105,观音桥,镇
511623106,牟家,镇
511623107,合流,镇
511623108,坛同,镇
511623109,高滩,镇
511623110,九龙,镇
511623111,御临,镇
511623112,袁市,镇
511623113,丰禾,镇
511623114,八耳,镇
511623115,石永,镇
511623116,兴仁,镇
511623117,王家,镇
511623118,石滓,镇
511623119,三古,镇
511623120,两河,镇
511623121,太和,镇
511623122,椿木,镇
511623123,梁板,镇
511623124,复盛,镇
511623125,黎家,镇
511681001,双河,街道
511681002,华龙,街道
511681003,古桥,街道
511681101,天池,镇
511681102,禄市,镇
511681103,永兴,镇
511681104,明月,镇
511681105,阳和,镇
511681106,高兴,镇
511681108,溪口,镇
511681109,庆华,镇
511681200,红岩,乡
511702001,东城,街道
511702002,西城,街道
511702003,朝阳,街道
511702004,凤西,街道
511702005,凤北,街道
511702102,罗江,镇
511702103,蒲家,镇
511702104,复兴,镇
511702105,双龙,镇
511702107,碑庙,镇
511702108,江陵,镇
511702109,东岳,镇
511702110,磐石,镇
511702111,北山,镇
511702112,金石,镇
511702113,梓桐,镇
511702114,青宁,镇
511702205,安云,乡
511703001,三里坪,街道
511703002,翠屏,街道
511703003,石板,街道
511703004,斌郎,街道
511703005,明月江,街道
511703006,杨柳,街道
511703100,亭子,镇
511703101,麻柳,镇
511703103,大树,镇
511703104,南岳,镇
511703105,景市,镇
511703106,赵家,镇
511703107,河市,镇
511703109,渡市,镇
511703110,管村,镇
511703111,石梯,镇
511703112,石桥,镇
511703113,堡子,镇
511703114,福善,镇
511703115,万家,镇
511703116,百节,镇
511703117,金垭,镇
511703119,双庙,镇
511703120,桥湾,镇
511703121,赵固,镇
511703123,平滩,镇
511703125,大堰,镇
511703127,罐子,镇
511703203,安仁,乡
511703215,幺塘,乡
511703217,龙会,乡
511703234,虎让,乡
511703235,米城,乡
511722001,东乡,街道
511722002,蒲江,街道
511722101,君塘,镇
511722102,清溪,镇
511722103,普光,镇
511722104,天生,镇
511722105,柏树,镇
511722106,芭蕉,镇
511722107,南坝,镇
511722108,五宝,镇
511722109,峰城,镇
511722110,土黄,镇
511722111,华景,镇
511722112,樊哙,镇
511722113,新华,镇
511722114,黄金,镇
511722115,胡家,镇
511722116,毛坝,镇
511722118,大成,镇
511722120,下八,镇
511722122,塔河,镇
511722123,茶河,镇
511722124,厂溪,镇
511722126,马渡关,镇
511722127,红峰,镇
511722129,白马,镇
511722130,桃花,镇
511722131,庙安,镇
511722132,上峡,镇
511722133,南坪,镇
511722190,东乡,镇
511722195,柳池,镇
511722204,老君,乡
511722205,黄石,乡
511722222,三墩|土家族,乡
511722223,漆树|土家族,乡
511722224,龙泉|土家族,乡
511722225,渡口|土家族,乡
511722226,石铁,乡
511723001,淙城,街道
511723100,新宁,镇
511723101,普安,镇
511723102,回龙,镇
511723104,永兴,镇
511723105,讲治,镇
511723106,甘棠,镇
511723107,任市,镇
511723108,广福,镇
511723109,长岭,镇
511723110,八庙,镇
511723112,灵岩,镇
511723207,梅家,乡
511723294,骑龙,乡
511724001,竹阳,街道
511724002,东柳,街道
511724003,白塔,街道
511724101,乌木,镇
511724102,团坝,镇
511724103,杨家,镇
511724104,清河,镇
511724105,柏林,镇
511724106,石河,镇
511724108,石桥铺,镇
511724109,观音,镇
511724110,周家,镇
511724111,石子,镇
511724112,文星,镇
511724113,妈妈,镇
511724114,高穴,镇
511724115,欧家,镇
511724116,庙坝,镇
511724117,清水,镇
511724118,月华,镇
511724119,高明,镇
511724120,童家,镇
511724121,天城,镇
511724125,四合,镇
511724126,永胜,镇
511724128,中华,镇
511724204,朝阳,乡
511724218,安吉,乡
511724224,八渡,乡
511724228,杨通,乡
511724244,川主,乡
511725001,渠江,街道
511725002,天星,街道
511725003,渠南,街道
511725102,临巴,镇
511725103,三汇,镇
511725104,涌兴,镇
511725105,有庆,镇
511725106,土溪,镇
511725107,文崇,镇
511725108,贵福,镇
511725109,岩峰,镇
511725110,静边,镇
511725111,清溪场,镇
511725112,宝城,镇
511725113,𰝟渡,镇
511725114,琅琊,镇
511725115,李渡,镇
511725116,中滩,镇
511725118,三板,镇
511725119,丰乐,镇
511725120,李馥,镇
511725123,青龙,镇
511725125,卷硐,镇
511725126,望溪,镇
511725128,龙凤,镇
511725129,新市,镇
511725131,渠北,镇
511725132,定远,镇
511725133,合力,镇
511725134,万寿,镇
511725135,东安,镇
511725194,水口,镇
511725227,报恩,乡
511725228,安北,乡
511725238,大义,乡
511725245,巨光,乡
511725255,望江,乡
511725263,拱市,乡
511725293,青神,乡
511725294,射洪,乡
511725295,屏西,乡
511781001,古东关,街道
511781100,太平,镇
511781101,青花,镇
511781102,旧院,镇
511781103,罗文,镇
511781104,河口,镇
511781105,草坝,镇
511781106,竹峪,镇
511781107,大竹,镇
511781108,官渡,镇
511781109,黄钟,镇
511781110,白沙,镇
511781111,沙滩,镇
511781112,石塘,镇
511781113,八台,镇
511781114,石窝,镇
511781115,铁矿,镇
511781116,大沙,镇
511781117,魏家,镇
511781118,白果,镇
511781119,井溪,镇
511781121,长坝,镇
511781122,鹰背,镇
511781123,永宁,镇
511781124,固军,镇
511781125,黑宝山,镇
511781201,茶垭,乡
511781208,蜂桶,乡
511781210,花楼,乡
511781212,曾家,乡
511781218,玉带,乡
511781227,紫溪,乡
511781229,庙子,乡
511781297,罐坝,乡
511802001,东城,街道
511802002,西城,街道
511802003,河北,街道
511802004,青江,街道
511802005,大兴,街道
511802101,草坝,镇
511802107,上里,镇
511802109,晏场,镇
511802110,多营,镇
511802111,碧峰峡,镇
511802112,望鱼,镇
511802113,周公山,镇
511802114,八步,镇
511802190,北郊,镇
511802194,对岩,镇
511803001,永兴,街道
511803002,蒙阳,街道
511803101,百丈,镇
511803102,车岭,镇
511803104,马岭,镇
511803105,新店,镇
511803106,蒙顶山,镇
511803107,黑竹,镇
511803108,红星,镇
511803109,中峰,镇
511803112,茅河,镇
511803118,前进,镇
511803119,万古,镇
511822001,严道,街道
511822101,花滩,镇
511822102,龙苍沟,镇
511822103,牛背山,镇
511822104,新添,镇
511822105,青龙,镇
511822106,荥河,镇
511822107,五宪,镇
511822200,六合,乡
511822203,安靖,乡
511822205,民建|彝族,乡
511822209,泗坪,乡
511822216,宝峰|彝族,乡
511823100,富林,镇
511823101,九襄,镇
511823102,乌斯河,镇
511823103,宜东,镇
511823104,富庄,镇
511823105,清溪,镇
511823106,大树,镇
511823107,皇木,镇
511823108,富泉,镇
511823109,唐家,镇
511823110,安乐,镇
511823111,前域,镇
511823209,富乡,乡
511823220,马烈,乡
511823224,河南,乡
511823225,晒经,乡
511823227,小堡|藏族|彝族,乡
511823228,片马|彝族,乡
511823229,坭美|彝族,乡
511823230,永利|彝族,乡
511823231,顺河|彝族,乡
511824002,新棉,街道
511824101,回隆,镇
511824102,美罗,镇
511824106,安顺场,镇
511824202,蟹螺|藏族,乡
511824203,永和,乡
511824207,栗子坪|彝族,乡
511824209,迎政,乡
511824211,丰乐,乡
511824212,新民|藏族|彝族,乡
511824215,草科|藏族,乡
511824216,王岗坪|彝族|藏族,乡
511825100,城厢,镇
511825101,始阳,镇
511825102,思经,镇
511825103,喇叭河,镇
511825104,小河,镇
511825105,仁义,镇
511825106,新场,镇
511825210,乐英,乡
511825216,新华,乡
511825219,兴业,乡
511826001,芦阳,街道
511826101,飞仙关,镇
511826102,双石,镇
511826103,太平,镇
511826104,大川,镇
511826105,龙门,镇
511826106,思延,镇
511826208,宝盛,乡
511827100,穆坪,镇
511827101,灵关,镇
511827102,陇东,镇
511827202,硗碛|藏族,乡
511827205,五龙,乡
511827207,大溪,乡
511827208,蜂桶寨,乡
511902001,东城,街道
511902002,西城,街道
511902003,回风,街道
511902004,宕梁,街道
511902005,玉堂,街道
511902006,江北,街道
511902007,兴文,街道
511902008,奇章,街道
511902009,时新,街道
511902100,大茅坪,镇
511902101,清江,镇
511902103,水宁寺,镇
511902105,曾口,镇
511902106,梁永,镇
511902110,鼎山,镇
511902111,大罗,镇
511902118,化成,镇
511902121,三江,镇
511902122,枣林,镇
511902123,平梁,镇
511902125,光辉,镇
511902127,凤溪,镇
511902128,天马山,镇
511902196,梓橦庙,镇
511902203,大和,乡
511902205,白庙,乡
511903001,登科,街道
511903002,文治,街道
511903003,司城,街道
511903101,玉山,镇
511903102,茶坝,镇
511903104,花丛,镇
511903105,柳林,镇
511903106,下八庙,镇
511903107,渔溪,镇
511903111,上八庙,镇
511903112,明阳,镇
511903113,兴隆,镇
511903114,群乐,镇
511903115,双胜,镇
511903116,关公,镇
511903118,尹家,镇
511903119,九,镇
511903120,雪山,镇
511921001,壁州,街道
511921100,诺江,镇
511921101,民胜,镇
511921102,火炬,镇
511921103,广纳,镇
511921104,铁佛,镇
511921105,麻石,镇
511921106,至诚,镇
511921107,洪口,镇
511921108,沙溪,镇
511921109,瓦室,镇
511921110,永安,镇
511921111,铁溪,镇
511921112,涪阳,镇
511921113,诺水河,镇
511921114,毛浴,镇
511921115,两河口,镇
511921116,泥溪,镇
511921117,板桥口,镇
511921118,新场,镇
511921119,龙凤场,镇
511921120,空山,镇
511921121,三溪,镇
511921122,春在,镇
511921123,杨柏,镇
511921124,唱歌,镇
511921125,陈河,镇
511921126,青峪,镇
511921127,兴隆,镇
511921128,烟溪,镇
511921129,长坪,镇
511921214,松溪,乡
511921216,胜利,乡
511922001,集州,街道
511922101,沙河,镇
511922103,长赤,镇
511922104,正直,镇
511922105,大河,镇
511922106,光雾山,镇
511922108,下两,镇
511922109,赶场,镇
511922110,杨坝,镇
511922111,关坝,镇
511922112,天池,镇
511922113,红光,镇
511922114,元潭,镇
511922115,八庙,镇
511922116,赤溪,镇
511922117,双流,镇
511922118,坪河,镇
511922119,仁和,镇
511922120,和平,镇
511922121,侯家,镇
511922122,桥亭,镇
511922123,高塔,镇
511922125,兴马,镇
511922126,关门,镇
511922127,石滩,镇
511922128,高桥,镇
511922130,贵民,镇
511922131,关路,镇
511922132,云顶,镇
511922133,公山,镇
511922197,东榆,镇
511922209,团结,乡
511922219,双桂,乡
511922247,神门,乡
511923001,同州,街道
511923002,金宝,街道
511923003,江口,街道
511923101,响滩,镇
511923102,西兴,镇
511923103,佛楼,镇
511923104,白衣,镇
511923105,涵水,镇
511923106,岳家,镇
511923107,兰草,镇
511923108,驷马,镇
511923110,元山,镇
511923111,云台,镇
511923112,邱家,镇
511923113,笔山,镇
511923114,镇龙,镇
511923115,得胜,镇
511923118,灵山,镇
511923119,望京,镇
511923120,土兴,镇
511923122,泥龙,镇
511923123,板庙,镇
511923124,龙岗,镇
511923125,青云,镇
511923126,大寨,镇
511923127,土垭,镇
511923128,澌岸,镇
511923130,粉壁,镇
511923133,三十二梁,镇
511923134,江家口,镇
511923135,岩口,镇
511923191,澌滩,镇
511923293,福申,乡
511923295,双鹿,乡
512002001,莲花,街道
512002002,三贤祠,街道
512002003,资溪,街道
512002004,狮子山,街道
512002005,宝莲,街道
512002100,雁江,镇
512002101,松涛,镇
512002102,宝台,镇
512002103,临江,镇
512002104,保和,镇
512002105,老君,镇
512002106,中和,镇
512002107,丹山,镇
512002108,小院,镇
512002109,堪嘉,镇
512002110,伍隍,镇
512002111,石岭,镇
512002112,东峰,镇
512002113,南津,镇
512002116,丰裕,镇
512002117,迎接,镇
512002118,祥符,镇
512002194,忠义,镇
512021001,岳城,街道
512021002,石桥,街道
512021100,岳阳,镇
512021101,鸳大,镇
512021103,通贤,镇
512021104,龙台,镇
512021105,姚市,镇
512021106,林凤,镇
512021107,毛家,镇
512021108,永清,镇
512021109,永顺,镇
512021110,石羊,镇
512021111,两板桥,镇
512021112,护龙,镇
512021113,李家,镇
512021114,元坝,镇
512021115,兴隆,镇
512021116,天林,镇
512021117,镇子,镇
512021118,文化,镇
512021119,周礼,镇
512021120,驯龙,镇
512021121,华严,镇
512021122,长河源,镇
512021123,护建,镇
512021124,忠义,镇
512021125,卧佛,镇
512021126,南薰,镇
512021127,思贤,镇
512021129,协和,镇
512021130,清流,镇
512021131,朝阳,镇
512021132,乾龙,镇
512021133,大平,镇
512021205,来凤,乡
512021206,天马,乡
512021210,悦来,乡
512021212,云峰,乡
512021213,岳新,乡
512021215,东胜,乡
512021218,高升,乡
512021219,横庙,乡
512021221,白塔寺,乡
512021222,双龙街,乡
512021227,合义,乡
512021240,千佛,乡
512021241,拱桥,乡
512022001,天池,街道
512022002,南塔,街道
512022101,石佛,镇
512022102,回澜,镇
512022103,石湍,镇
512022104,童家,镇
512022105,宝林,镇
512022106,大佛,镇
512022107,良安,镇
512022108,金顺,镇
512022109,中和场,镇
512022110,劳动,镇
512022111,中天,镇
512022112,佛星,镇
512022113,蟠龙,镇
512022114,东山,镇
512022115,通旅,镇
512022116,高寺,镇
512022117,龙门,镇
512022118,盛池,镇
512022204,双河场,乡
512022292,孔雀,乡
513201100,马尔康,镇
513201102,松岗,镇
513201103,沙尔宗,镇
513201200,梭磨,乡
513201201,白湾,乡
513201202,党坝,乡
